Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158590,"Oral intake exposure to phthalates in vegetables produced in plastic greenhouses and its health burden in Shaanxi province, China",tom+ontox-api,,,Asia,Oral,,,Probabilistic,,,,,,,,,,"Oral intake exposure to phthalates in vegetables produced in plastic greenhouses and its health burden in Shaanxi province, China",Sci. Total Environ.,"Zhang, Y. X.; Huang, B.; Sabel, C. E.; Thomsen, M.; Gao, X. Y.; Zhong, M.; Chen, Z. K.; Feng, P. Y."
91158590,"Oral intake exposure to phthalates in vegetables produced in plastic greenhouses and its health burden in Shaanxi province, China",Maria.Kalyva,,TRUE,Asia,Oral,Phthalates,Mathematical model,,,probabilistic,R,"Concentration,Consumption, Rate",population analysis,human exposure (HE) estimates only,2017,Programming / Statistical analysis:CrystalBallTM Oracle,,"Oral intake exposure to phthalates in vegetables produced in plastic greenhouses and its health burden in Shaanxi province, China",Sci. Total Environ.,"Zhang, Y. X.; Huang, B.; Sabel, C. E.; Thomsen, M.; Gao, X. Y.; Zhong, M.; Chen, Z. K.; Feng, P. Y."
91158591,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,tom+ontox-api,,,Australia,Oral,,,"Deterministic,Not determined",,,,,,,,,,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,Food Chem. Toxicol.,"Toms, L. M. L.; Hearn, L.; Mueller, J. F.; Harden, F. A."
91158591,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,Maria.Kalyva,,TRUE,Australia,Oral,Persistent,Empirical equations,,,deterministic,not reported,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2015,"Chemical:polybrominated diphenyl ethers (PBDEs), organochlorine pesticides (OCPs), polychlorinated biphynls (PCBs)",,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,Food Chem. Toxicol.,"Toms, L. M. L.; Hearn, L.; Mueller, J. F.; Harden, F. A."
91158591,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,graciela.lopezsoop,,TRUE,Australia,Oral,Persistent,,,,deterministic,not reported,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2015,,,Assessing infant exposure to persistent organic pollutants via dietary intake in Australia,Food Chem. Toxicol.,"Toms, L. M. L.; Hearn, L.; Mueller, J. F.; Harden, F. A."
91158592,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,"Probabilistic,Statistical",,,,,,,,,,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,Environ. Health Perspect.,"Peterson, R. K. D.; Macedo, P. A.; Davis, R. S."
91158592,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,trine.husoy,,TRUE,,,,,,,,,Consumption,,,,,,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,Environ. Health Perspect.,"Peterson, R. K. D.; Macedo, P. A.; Davis, R. S."
91158592,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Empirical equations,Probabilistic,DEEM EPA Dietary Exposure Evaluation Model,probabilistic,not reported,"Concentration, Rate,Factor,Duration",age groups,HE associated with risk assessment,2005,"Chemical:insecticides; Data:body weight, area",,A human-health risk assessment for West Nile virus and insecticides used in mosquito management,Environ. Health Perspect.,"Peterson, R. K. D.; Macedo, P. A.; Davis, R. S."
91158593,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,tom+ontox-api,,,North America,"Inhalation,Oral",,,Not determined,,,,,,,,,,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,Toxicol. Mech. Methods,"Pyatt, D. W.; Hays, S. M.; English, C.; Cushing, C. A."
91158593,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,Maria.Kalyva,,TRUE,North America,"Oral,Inhalation",VOCs,Empirical equations,,,deterministic,not reported,"Concentration,Factor,Dose, Rate,Frequency","cohort,population analysis",HE associated with risk assessment,2011,Chemical:benzene; Data:body weight,,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,Toxicol. Mech. Methods,"Pyatt, D. W.; Hays, S. M.; English, C.; Cushing, C. A."
91158593,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,graciela.lopezsoop,,TRUE,North America,"Inhalation,Oral,Dermal",VOCs,Script/Software,,,,not reported,"Concentration,Factor,Frequency, Rate",population analysis,HE associated with risk assessment,2011,,,United States Voluntary Children's Chemical Evaluation Program (VCCEP) risk assessment for children exposed to benzene,Toxicol. Mech. Methods,"Pyatt, D. W.; Hays, S. M.; English, C.; Cushing, C. A."
91158594,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,Probabilistic,,,,,,,,,,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,Environ. Sci. Technol.,"Isaacs, K. K.; Glen, W. G.; Egeghy, P.; Goldsmith, M. R.; Smith, L.; Vallero, D.; Brooks, R.; Grulke, C. M.; Ozkaynak, H."
91158594,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,trine.husoy,,TRUE,,,,,,,,,,,,,,,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,Environ. Sci. Technol.,"Isaacs, K. K.; Glen, W. G.; Egeghy, P.; Goldsmith, M. R.; Smith, L.; Vallero, D.; Brooks, R.; Grulke, C. M.; Ozkaynak, H."
91158594,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,"Mathematical model,Script/Software",Probabilistic,SHEDS-multimedia EPA,probabilistic,R," Rate,Duration,Frequency,Concentration",population analysis,"human exposure (HE) estimates only,validation biomonitoring",2014,"Known models:SHEDS-HT; Chemical:consumer products; Data:absorption efficiency, volume fraction, deposition fraction, surface area, permeation coefficient, area, thickness, transfer efficiency",,SHEDS-HT: an integrated probabilistic exposure model for prioritizing exposures to chemicals with near-field and dietary sources,Environ. Sci. Technol.,"Isaacs, K. K.; Glen, W. G.; Egeghy, P.; Goldsmith, M. R.; Smith, L.; Vallero, D.; Brooks, R.; Grulke, C. M.; Ozkaynak, H."
91158597,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Deterministic",,,,,,,,,,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Stephenson, C. L.; Harris, C. A.; Clarke, R."
91158597,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,Maria.Kalyva,,TRUE,,,,,,,,,,,,,Chemical:pesticide (glyphosate),,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Stephenson, C. L.; Harris, C. A.; Clarke, R."
91158597,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,graciela.lopezsoop,,TRUE,EU,Oral,Pesticide,"Script/Software,Toolbox",,MCRA RIVM/EFSA,"deterministic,probabilistic",not reported,"Concentration,Other,Consumption","population analysis,age groups",human exposure (HE) estimates only,2017,Data:body weight,,An assessment of the acute dietary exposure to glyphosate using deterministic and probabilistic methods,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Stephenson, C. L.; Harris, C. A.; Clarke, R."
91158598,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),tom+ontox-api,,,EU,Oral,,,Deterministic,,,,,,,,,,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),Efsa J,"European Food Safety, Authority; Brancato, A.; Brocca, D.; Ferreira, L.; Greco, L.; Jarrah, S.; Leuschner, R.; Medina, P.; Miron, I.; Nougadere, A.; Pedersen, R.; Reich, H.; Santos, M.; Stanek, A.; Tarazona, J.; Theobald, A.; Villamar-Bouza, L."
91158598,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),trine.husoy,,TRUE,,,,,,,,,,,,,,,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),Efsa J,"European Food Safety, Authority; Brancato, A.; Brocca, D.; Ferreira, L.; Greco, L.; Jarrah, S.; Leuschner, R.; Medina, P.; Miron, I.; Nougadere, A.; Pedersen, R.; Reich, H.; Santos, M.; Stanek, A.; Tarazona, J.; Theobald, A.; Villamar-Bouza, L."
91158598,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),graciela.lopezsoop,,TRUE,EU,Oral,Pesticide,Toolbox,,,deterministic,Excel,"Consumption,Factor,Concentration,Other",population analysis,human exposure (HE) estimates only,2017,Data:body weight,,Use of EFSA Pesticide Residue Intake Model (EFSA PRIMo revision 3),Efsa J,"European Food Safety, Authority; Brancato, A.; Brocca, D.; Ferreira, L.; Greco, L.; Jarrah, S.; Leuschner, R.; Medina, P.; Miron, I.; Nougadere, A.; Pedersen, R.; Reich, H.; Santos, M.; Stanek, A.; Tarazona, J.; Theobald, A.; Villamar-Bouza, L."
91158599,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,tom+ontox-api,,,EU,Dermal,,,Probabilistic,,,,,,,,,,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,Environ. Int.,"Garcia-Hidalgo, E.; Schneider, D.; von Goetz, N.; Delmaar, C.; Siegrist, M.; Hungerbuhler, K."
91158599,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,trine.husoy,,TRUE,,,,,,,,,,,,,,,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,Environ. Int.,"Garcia-Hidalgo, E.; Schneider, D.; von Goetz, N.; Delmaar, C.; Siegrist, M.; Hungerbuhler, K."
91158599,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,Maria.Kalyva,,TRUE,EU,Dermal,Cosmetic ingredients,Mathematical model,Probabilistic,other,probabilistic,R,"Concentration,Frequency,Duration",population analysis,HE associated with risk assessment,2018,"Known models:Probabilistic Aggregated Consumer Exposure Model–Kinetic, Dermal (PACEM-KD); Data:permeability coefficient, product dilution",,Aggregate consumer exposure to isothiazolinones via household care and personal care products: Probabilistic modelling and benzisothiazolinone risk assessment,Environ. Int.,"Garcia-Hidalgo, E.; Schneider, D.; von Goetz, N.; Delmaar, C.; Siegrist, M.; Hungerbuhler, K."
91158600,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,tom+ontox-api,,,"EU,North America","Oral,Dermal,Inhalation",,,Probabilistic,,,,,,,,,,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,Sci. Total Environ.,"Cachada, A.; da Silva, E. F.; Duarte, A. C.; Pereira, R."
91158600,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,trine.husoy,,TRUE,,,,,,,,,,,,,,,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,Sci. Total Environ.,"Cachada, A.; da Silva, E. F.; Duarte, A. C.; Pereira, R."
91158600,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,Maria.Kalyva,,TRUE,EU,"Oral,Dermal,Inhalation",Persistent,Empirical equations,"Deterministic,Probabilistic",,probabilistic,not reported,"Concentration, Rate,Duration,Factor","population analysis,age groups","HE associated with risk assessment,HE associated with other health outcomes",2016,"Chemical:polycyclic aromatic hydrocarbons (PAHs); Data:body weight, area, averaging time",,Risk assessment of urban soils contamination: The particular case of polycyclic aromatic hydrocarbons,Sci. Total Environ.,"Cachada, A.; da Silva, E. F.; Duarte, A. C.; Pereira, R."
91158601,Consumer exposure to phthalates from paper packaging: An integrated approach,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Statistical",,,,,,,,,,Consumer exposure to phthalates from paper packaging: An integrated approach,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment","Poças, M. F.; Oliveira, J. C.; Pereira, J. R.; Hogg, T."
91158601,Consumer exposure to phthalates from paper packaging: An integrated approach,trine.husoy,,TRUE,,,,,,,,,,,,,,,Consumer exposure to phthalates from paper packaging: An integrated approach,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment","Poças, M. F.; Oliveira, J. C.; Pereira, J. R.; Hogg, T."
91158601,Consumer exposure to phthalates from paper packaging: An integrated approach,Maria.Kalyva,,TRUE,EU,Oral,Phthalates,Empirical equations,"Probabilistic,Statistical",,"probabilistic,statistical",other,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2010,Programming / Statistical analysis:CrystalBallTM Oracle; Data:body weight,,Consumer exposure to phthalates from paper packaging: An integrated approach,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment","Poças, M. F.; Oliveira, J. C.; Pereira, J. R.; Hogg, T."
91158602,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,tom+ontox-api,,,EU,Oral,,,"Deterministic,Not determined",,,,,,,,,,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,Efsa J,"European Food Safety, Authority; Dujardin, B.; Bocca, V."
91158602,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,trine.husoy,,TRUE,,,,,,,,,Consumption,,,,,,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,Efsa J,"European Food Safety, Authority; Dujardin, B.; Bocca, V."
91158602,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,Maria.Kalyva,,TRUE,EU,Oral,Pesticide,"Script/Software,Toolbox",Probabilistic,MCRA RIVM/EFSA,probabilistic,sas,"Concentration,Amount,Factor",age groups,human exposure (HE) estimates only,2019,"Data:time, body weight, NOAELs for substance s",,Cumulative dietary exposure assessment of pesticides that have chronic effects on the thyroid using SAS<sup> R</sup> software,Efsa J,"European Food Safety, Authority; Dujardin, B.; Bocca, V."
91158603,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,tom+ontox-api,,,EU,"Oral,Dermal,Inhalation",,,"Deterministic,Probabilistic",,,,,,,,,,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,Sci. Total Environ.,"Giubilato, E.; Radomyski, A.; Critto, A.; Ciffroy, P.; Brochot, C.; Pizzol, L.; Marcomini, A."
91158603,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,trine.husoy,,TRUE,,,,,,,,,,,,,,,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,Sci. Total Environ.,"Giubilato, E.; Radomyski, A.; Critto, A.; Ciffroy, P.; Brochot, C.; Pizzol, L.; Marcomini, A."
91158603,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,Maria.Kalyva,,TRUE,EU,"Oral,Dermal,Inhalation",Persistent,Toolbox,"Deterministic,Probabilistic",MERLIN-Expo LIFE-VERMEER project Italy,"probabilistic,deterministic",not reported,"Consumption,Duration,Concentration,Frequency","population analysis,age groups",human exposure (HE) estimates only,2016,Chemical:polychlorinated biphenyls (PCBs); Data:absorption,,Modelling ecological and human exposure to POPs in Venice lagoon. Part I - Application of MERLIN-Expo tool for integrated exposure assessment,Sci. Total Environ.,"Giubilato, E.; Radomyski, A.; Critto, A.; Ciffroy, P.; Brochot, C.; Pizzol, L.; Marcomini, A."
91158604,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,tom+ontox-api,,,EU,"Inhalation,Dermal,Oral",,,Probabilistic,,,,,,,,,,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,Environ. Int.,"Dudzina, T.; Delmaar, C. J.; Biesterbos, J. W.; Bakker, M. I.; Bokkers, B. G.; Scheepers, P. T.; van Engelen, J. G.; Hungerbuehler, K.; von Goetz, N."
91158604,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,Maria.Kalyva,,TRUE,EU,"Oral,Dermal,Inhalation","Cosmetic ingredients,Persistent",,,PACEM,probabilistic,not reported,"Concentration,Amount,Frequency, Rate",population analysis,"human exposure (HE) estimates only,validation biomonitoring",2015,,,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,Environ. Int.,"Dudzina, T.; Delmaar, C. J.; Biesterbos, J. W.; Bakker, M. I.; Bokkers, B. G.; Scheepers, P. T.; van Engelen, J. G.; Hungerbuehler, K.; von Goetz, N."
91158604,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,graciela.lopezsoop,,TRUE,EU,"Dermal,Inhalation,Oral",Cosmetic ingredients,Mathematical model,,PACEM,probabilistic,not reported,"Amount,Frequency,Concentration, Rate",population analysis,"human exposure (HE) estimates only,validation biomonitoring",2015,,,The probabilistic aggregate consumer exposure model (PACEM): validation and comparison to a lower-tier assessment for the cyclic siloxane D5,Environ. Int.,"Dudzina, T.; Delmaar, C. J.; Biesterbos, J. W.; Bakker, M. I.; Bokkers, B. G.; Scheepers, P. T.; van Engelen, J. G.; Hungerbuehler, K.; von Goetz, N."
91158605,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",tom+ontox-api,,,North America,Oral,,,"Not determined,Probabilistic",,,,,,,,,,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",Environ. Health,"Gallagher, L. G.; Vieira, V. M.; Ozonoff, D.; Webster, T. F.; Aschengrau, A."
91158605,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",Maria.Kalyva,,TRUE,North America,Oral,Other,Mathematical model,,,"probabilistic,statistical",sas,"Concentration,Duration,Amount,GIS",cohort,HE associated with other health outcomes,2011,Chemical:Tetrachloroethylene (PCE),,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",Environ. Health,"Gallagher, L. G.; Vieira, V. M.; Ozonoff, D.; Webster, T. F.; Aschengrau, A."
91158605,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",graciela.lopezsoop,,TRUE,North America,Oral,"Other,VOCs",Script/Software,,,deterministic,sas,"GIS,Concentration,Duration,Amount",cohort,HE associated with other health outcomes,,,,"Risk of breast cancer following exposure to tetrachloroethylene-contaminated drinking water in Cape Cod, Massachusetts: reanalysis of a case-control study using a modified exposure assessment",Environ. Health,"Gallagher, L. G.; Vieira, V. M.; Ozonoff, D.; Webster, T. F.; Aschengrau, A."
91158606,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,tom+ontox-api,,,"North America,Other","Oral,Dermal,Inhalation",,,"Not determined,Probabilistic",,,,,,,,,,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,Journal of Toxicology and Environmental Health - Part A: Current Issues,"Tan, Y. M.; Liao, K.; Conolly, R.; Blount, B.; Mason, A.; Clewell, H."
91158606,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",VOCs,Mathematical model,,,"probabilistic,model simulations",other,"Concentration,Duration,Frequency, Rate,Amount","individual,population analysis","human exposure (HE) estimates only,validation biomonitoring",2005,Chemical:Chloroform; Programming / Statistical analysis:MATLAB-SIMULIN; Data:body weight,,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,Journal of Toxicology and Environmental Health - Part A: Current Issues,"Tan, Y. M.; Liao, K.; Conolly, R.; Blount, B.; Mason, A.; Clewell, H."
91158606,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,graciela.lopezsoop,,TRUE,North America,"Inhalation,Dermal,Oral",VOCs,Mathematical model,,,probabilistic,other,"Concentration,Duration,Frequency,Other, Rate,Amount",,validation biomonitoring,2005,,,Use of a physiologically based pharmacokinetic model to identify exposures consistent with human biomonitoring data for chloroform,Journal of Toxicology and Environmental Health - Part A: Current Issues,"Tan, Y. M.; Liao, K.; Conolly, R.; Blount, B.; Mason, A.; Clewell, H."
91158607,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,tom+ontox-api,,,South America,"Oral,Inhalation",,,"Probabilistic,Statistical,Not determined",,,,,,,,,,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,Environ. Prog. Sustain. Energy,"Delgado-Caballero, M. R.; Valles-Aragon, M. C.; Millan, R.; Alarcon-Herrera, M. T."
91158607,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,Maria.Kalyva,,TRUE,South America,Inhalation,Metals,Empirical equations,,,"probabilistic,statistical",not reported,"Concentration,Factor,Duration","population analysis,age groups",HE associated with risk assessment,2017,Programming / Statistical analysis:Minitab 16,,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,Environ. Prog. Sustain. Energy,"Delgado-Caballero, M. R.; Valles-Aragon, M. C.; Millan, R.; Alarcon-Herrera, M. T."
91158607,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,graciela.lopezsoop,,TRUE,North America,"Oral,Inhalation",Metals,Mathematical model,,other,probabilistic,other,"Duration,Concentration,Consumption,Factor",age groups,HE associated with risk assessment,,Known models:IEUBK EPA,,Risk Assessment Through Ieubk Model in an Inhabited Area Contaminated with Lead,Environ. Prog. Sustain. Energy,"Delgado-Caballero, M. R.; Valles-Aragon, M. C.; Millan, R.; Alarcon-Herrera, M. T."
91158608,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,tom+ontox-api,,,North America,"Dermal,Oral,Inhalation",,,"Probabilistic,Statistical",,,,,,,,,,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,Environ. Res.,"Wason, S. C.; Julien, R.; Perry, M. J.; Smith, T. J.; Levy, J. I."
91158608,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Mathematical model,,SHEDS-multimedia EPA,"probabilistic,statistical",not reported,"Concentration,Frequency,Dose, Rate,Factor","population analysis,age groups",human exposure (HE) estimates only,2002,Programming / Statistical analysis:CrystalBallTM Oracle; Data:transfer efficiency,,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,Environ. Res.,"Wason, S. C.; Julien, R.; Perry, M. J.; Smith, T. J.; Levy, J. I."
91158608,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,graciela.lopezsoop,,TRUE,North America,"Oral,Dermal",Pesticide,Mathematical model,,SHEDS-multimedia EPA,"probabilistic,model simulations",not reported,"Concentration,Duration,Frequency,Factor,Dose, Rate",age groups,human exposure (HE) estimates only,2002,,,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,Environ. Res.,"Wason, S. C.; Julien, R.; Perry, M. J.; Smith, T. J.; Levy, J. I."
91158609,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,tom+ontox-api,,,Asia,Oral,,,"Statistical,Probabilistic",,,,,,,,,,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,Risk Anal.,"Serre, M. L.; Kolovos, A.; Christakos, G.; Modis, K."
91158609,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,trine.husoy,,TRUE,,,,,,,,,,,,,,,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,Risk Anal.,"Serre, M. L.; Kolovos, A.; Christakos, G.; Modis, K."
91158609,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,Maria.Kalyva,,TRUE,Asia,Oral,Metals,Mathematical model,"Statistical,Probabilistic",,"statistical,probabilistic",other,"Concentration,Consumption",population analysis,"HE associated with risk assessment,HE associated with kidney toxicity",2003,Data:time; Programming / Statistical analysis:BMElib software library,,An application of the holistochastic human exposure methodology to naturally occurring arsenic in Bangladesh drinking water,Risk Anal.,"Serre, M. L.; Kolovos, A.; Christakos, G.; Modis, K."
91158610,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,gunn.vist,,TRUE,Asia,"Oral,Dermal,Inhalation",VOCs,Mathematical model,,other,deterministic,Excel,"Frequency, Rate,Duration",cohort,human exposure (HE) estimates only,2019,Chemical:Trihalomethanes THMs,,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,Journal of Water and Health,"Wang, X.; Dong, S."
91158610,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,tom+ontox-api,,,Asia,"Oral,Dermal,Inhalation",,,Statistical,,,,,,,,,,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,Journal of Water and Health,"Wang, X.; Dong, S."
91158610,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,Maria.Kalyva,,TRUE,Asia,"Oral,Dermal,Inhalation",VOCs,Empirical equations,,,"deterministic,statistical","Excel,other","Concentration, Rate,Frequency,Duration,Dose",cohort,HE associated with risk assessment,2019,"Data:penetration coefficient, sufrace area, exposure time; Programming / Statistical analysis:SPSS",,Assessment of exposure of children swimmers to trihalomethanes in an indoor swimming pool,Journal of Water and Health,"Wang, X.; Dong, S."
91158611,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,gunn.vist,,TRUE,EU,Oral,Pesticide,Toolbox,,MCRA RIVM/EFSA,"statistical,probabilistic",not reported,"Concentration,Consumption,Amount",age groups,HE associated with liver toxicity,2000,,,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,Int. J. Hyg. Environ. Health,"Crepet, A.; Vanacker, M.; Sprong, C.; de Boer, W.; Blaznik, U.; Kennedy, M.; Anagnostopoulos, C.; Christodoulou, D. L.; Ruprich, J.; Rehurkova, I.; Domingo, J. L.; Hamborg Jensen, B.; Metruccio, F.; Moretto, A.; Jacxsens, L.; Spanoghe, P.; Senaeve, D.; van der Voet, H.; van Klaveren, J."
